timestamp,buyer,seller,symbol,currency,price,quantity,day,mid_price,own_future_mid_t_plus_1,own_forward_return_t_plus_1,own_future_mid_t_plus_3,own_forward_return_t_plus_3,own_future_mid_t_plus_5,own_forward_return_t_plus_5,own_future_mid_t_plus_10,own_forward_return_t_plus_10,own_future_mid_t_plus_20,own_forward_return_t_plus_20,underlying_mid,underlying_future_mid_t_plus_1,underlying_forward_return_t_plus_1,underlying_future_mid_t_plus_3,underlying_forward_return_t_plus_3,underlying_future_mid_t_plus_5,underlying_forward_return_t_plus_5,underlying_future_mid_t_plus_10,underlying_forward_return_t_plus_10,underlying_future_mid_t_plus_20,underlying_forward_return_t_plus_20,is_coupon,strike,mid_price_missing,buy_exec_edge,sell_exec_edge,buy_exec_score,sell_exec_score,delta_proxy,buy_realized_pnl_t_plus_1,sell_realized_pnl_t_plus_1,buy_hit_t_plus_1,sell_hit_t_plus_1,buy_product_score_t_plus_1,sell_product_score_t_plus_1,buy_coupon_underlying_score_t_plus_1,sell_coupon_underlying_score_t_plus_1,buy_coupon_score_t_plus_1,sell_coupon_score_t_plus_1,buy_coupon_underlying_hit_t_plus_1,sell_coupon_underlying_hit_t_plus_1,buy_realized_pnl_t_plus_3,sell_realized_pnl_t_plus_3,buy_hit_t_plus_3,sell_hit_t_plus_3,buy_product_score_t_plus_3,sell_product_score_t_plus_3,buy_coupon_underlying_score_t_plus_3,sell_coupon_underlying_score_t_plus_3,buy_coupon_score_t_plus_3,sell_coupon_score_t_plus_3,buy_coupon_underlying_hit_t_plus_3,sell_coupon_underlying_hit_t_plus_3,buy_realized_pnl_t_plus_5,sell_realized_pnl_t_plus_5,buy_hit_t_plus_5,sell_hit_t_plus_5,buy_product_score_t_plus_5,sell_product_score_t_plus_5,buy_coupon_underlying_score_t_plus_5,sell_coupon_underlying_score_t_plus_5,buy_coupon_score_t_plus_5,sell_coupon_score_t_plus_5,buy_coupon_underlying_hit_t_plus_5,sell_coupon_underlying_hit_t_plus_5,buy_realized_pnl_t_plus_10,sell_realized_pnl_t_plus_10,buy_hit_t_plus_10,sell_hit_t_plus_10,buy_product_score_t_plus_10,sell_product_score_t_plus_10,buy_coupon_underlying_score_t_plus_10,sell_coupon_underlying_score_t_plus_10,buy_coupon_score_t_plus_10,sell_coupon_score_t_plus_10,buy_coupon_underlying_hit_t_plus_10,sell_coupon_underlying_hit_t_plus_10,buy_realized_pnl_t_plus_20,sell_realized_pnl_t_plus_20,buy_hit_t_plus_20,sell_hit_t_plus_20,buy_product_score_t_plus_20,sell_product_score_t_plus_20,buy_coupon_underlying_score_t_plus_20,sell_coupon_underlying_score_t_plus_20,buy_coupon_score_t_plus_20,sell_coupon_score_t_plus_20,buy_coupon_underlying_hit_t_plus_20,sell_coupon_underlying_hit_t_plus_20
9600,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,4,1,7.5,7.5,0.0,7.5,0.0,7.5,0.0,7.5,0.0,7.5,0.0,5246.5,5245.0,-1.5,5245.0,-1.5,5244.0,-2.5,5241.5,-5.0,5241.5,-5.0,True,5500.0,False,0.5,-0.5,2.0,-2.0,0.10788781070344572,2.0,-2.0,False,False,2.3,-2.3,-0.6473268642206743,0.6473268642206743,1.3526731357793258,-1.3526731357793258,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.6473268642206743,0.6473268642206743,1.3526731357793258,-1.3526731357793258,False,True,2.0,-2.0,False,False,2.3,-2.3,-1.0788781070344573,1.0788781070344573,0.9211218929655427,-0.9211218929655427,False,True,2.0,-2.0,False,False,2.3,-2.3,-2.1577562140689146,2.1577562140689146,-0.1577562140689146,0.1577562140689146,False,True,2.0,-2.0,False,False,2.3,-2.3,-2.1577562140689146,2.1577562140689146,-0.1577562140689146,0.1577562140689146,False,True
9600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,5246.5,5245.0,-1.5,5245.0,-1.5,5244.0,-2.5,5241.5,-5.0,5241.5,-5.0,True,6000.0,False,0.5,-0.5,2.0,-2.0,0.0018714535070696642,2.0,-2.0,False,False,2.3,-2.3,-0.011228721042417985,0.011228721042417985,1.988771278957582,-1.988771278957582,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.011228721042417985,0.011228721042417985,1.988771278957582,-1.988771278957582,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.01871453507069664,0.01871453507069664,1.9812854649293035,-1.9812854649293035,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.03742907014139328,0.03742907014139328,1.9625709298586067,-1.9625709298586067,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.03742907014139328,0.03742907014139328,1.9625709298586067,-1.9625709298586067,False,True
9600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,5246.5,5245.0,-1.5,5245.0,-1.5,5244.0,-2.5,5241.5,-5.0,5241.5,-5.0,True,6500.0,False,0.5,-0.5,2.0,-2.0,2.9068297749592594e-05,2.0,-2.0,False,False,2.3,-2.3,-0.00017440978649755555,0.00017440978649755555,1.9998255902135025,-1.9998255902135025,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.00017440978649755555,0.00017440978649755555,1.9998255902135025,-1.9998255902135025,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.00029068297749592595,0.00029068297749592595,1.999709317022504,-1.999709317022504,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.0005813659549918519,0.0005813659549918519,1.9994186340450082,-1.9994186340450082,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.0005813659549918519,0.0005813659549918519,1.9994186340450082,-1.9994186340450082,False,True
10400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5240.0,12,1,5239.5,5241.5,2.0,5241.5,2.0,5243.5,4.0,5243.5,4.0,5241.5,2.0,5239.5,5241.5,2.0,5241.5,2.0,5243.5,4.0,5243.5,4.0,5241.5,2.0,False,,False,-0.5,0.5,-6.0,6.0,,18.0,-18.0,True,False,17.1,-17.1,,,,,True,False,18.0,-18.0,True,False,17.1,-17.1,,,,,True,False,42.0,-42.0,True,False,41.1,-41.1,,,,,True,False,42.0,-42.0,True,False,41.1,-41.1,,,,,True,False,18.0,-18.0,True,False,17.1,-17.1,,,,,True,False
11800,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,4,1,7.5,7.5,0.0,7.5,0.0,7.5,0.0,6.5,-1.0,6.5,-1.0,5241.5,5242.5,1.0,5241.5,0.0,5241.5,0.0,5238.5,-3.0,5238.5,-3.0,True,5500.0,False,0.5,-0.5,2.0,-2.0,0.1039425052835032,2.0,-2.0,False,False,2.3,-2.3,0.4157700211340128,-0.4157700211340128,2.415770021134013,-2.415770021134013,True,False,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,-2.0,2.0,False,True,-1.7,1.7,-1.2473100634020384,1.2473100634020384,-3.2473100634020384,3.2473100634020384,False,True,-2.0,2.0,False,True,-1.7,1.7,-1.2473100634020384,1.2473100634020384,-3.2473100634020384,3.2473100634020384,False,True
11800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,5241.5,5242.5,1.0,5241.5,0.0,5241.5,0.0,5238.5,-3.0,5238.5,-3.0,True,6000.0,False,0.5,-0.5,2.0,-2.0,0.001795215583101655,2.0,-2.0,False,False,2.3,-2.3,0.00718086233240662,-0.00718086233240662,2.007180862332407,-2.007180862332407,True,False,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,-0.02154258699721986,0.02154258699721986,1.97845741300278,-1.97845741300278,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.02154258699721986,0.02154258699721986,1.97845741300278,-1.97845741300278,False,True
11800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,5241.5,5242.5,1.0,5241.5,0.0,5241.5,0.0,5238.5,-3.0,5238.5,-3.0,True,6500.0,False,0.5,-0.5,2.0,-2.0,2.788203781378509e-05,2.0,-2.0,False,False,2.3,-2.3,0.00011152815125514036,-0.00011152815125514036,2.000111528151255,-2.000111528151255,True,False,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,-0.0003345844537654211,0.0003345844537654211,1.9996654155462346,-1.9996654155462346,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.0003345844537654211,0.0003345844537654211,1.9996654155462346,-1.9996654155462346,False,True
14300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5238.0,6,1,5235.5,5233.5,-2.0,5234.5,-1.0,5234.5,-1.0,5233.5,-2.0,5230.0,-5.5,5235.5,5233.5,-2.0,5234.5,-1.0,5234.5,-1.0,5233.5,-2.0,5230.0,-5.5,False,,False,-2.5,2.5,-15.0,15.0,,-27.0,27.0,False,True,-29.25,29.25,,,,,False,True,-21.0,21.0,False,True,-23.25,23.25,,,,,False,True,-21.0,21.0,False,True,-23.25,23.25,,,,,False,True,-27.0,27.0,False,True,-29.25,29.25,,,,,False,True,-48.0,48.0,False,True,-50.25,50.25,,,,,False,True
14800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,6,1,5234.5,5234.5,0.0,5234.5,0.0,5233.5,-1.0,5232.0,-2.5,5230.5,-4.0,5234.5,5234.5,0.0,5234.5,0.0,5233.5,-1.0,5232.0,-2.5,5230.5,-4.0,False,,False,2.5,-2.5,15.0,-15.0,,15.0,-15.0,False,False,17.25,-17.25,,,,,False,False,15.0,-15.0,False,False,17.25,-17.25,,,,,False,False,9.0,-9.0,False,True,11.25,-11.25,,,,,False,True,0.0,0.0,False,True,2.25,-2.25,,,,,False,True,-9.0,9.0,False,True,-6.75,6.75,,,,,False,True
14800,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,4,1,43.0,43.0,0.0,43.0,0.0,43.0,0.0,42.0,-1.0,42.0,-1.0,5234.5,5234.5,0.0,5234.5,0.0,5233.5,-1.0,5232.0,-2.5,5230.5,-4.0,True,5300.0,False,1.0,-1.0,4.0,-4.0,0.36683164669077684,4.0,-4.0,False,False,4.6,-4.6,0.0,-0.0,4.0,-4.0,False,False,4.0,-4.0,False,False,4.6,-4.6,0.0,-0.0,4.0,-4.0,False,False,4.0,-4.0,False,False,4.6,-4.6,-1.4673265867631073,1.4673265867631073,2.5326734132368927,-2.5326734132368927,False,True,0.0,0.0,False,True,0.6,-0.6,-3.6683164669077684,3.6683164669077684,-3.6683164669077684,3.6683164669077684,False,True,0.0,0.0,False,True,0.6,-0.6,-5.869306347052429,5.869306347052429,-5.869306347052429,5.869306347052429,False,True
14800,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,15.0,14.5,-0.5,14.5,-0.5,14.5,-0.5,14.5,-0.5,14.5,-0.5,5234.5,5234.5,0.0,5234.5,0.0,5233.5,-1.0,5232.0,-2.5,5230.5,-4.0,True,5400.0,False,1.0,-1.0,4.0,-4.0,0.20114287008261084,2.0,-2.0,False,True,2.6,-2.6,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,True,2.6,-2.6,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,True,2.6,-2.6,-0.8045714803304433,0.8045714803304433,1.1954285196695567,-1.1954285196695567,False,True,2.0,-2.0,False,True,2.6,-2.6,-2.0114287008261083,2.0114287008261083,-0.011428700826108251,0.011428700826108251,False,True,2.0,-2.0,False,True,2.6,-2.6,-3.2182859213217734,3.2182859213217734,-1.2182859213217734,1.2182859213217734,False,True
14800,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,6.5,6.5,0.0,6.5,0.0,6.5,0.0,6.5,0.0,6.5,0.0,5234.5,5234.5,0.0,5234.5,0.0,5233.5,-1.0,5232.0,-2.5,5230.5,-4.0,True,5500.0,False,0.5,-0.5,2.0,-2.0,0.09863358754101778,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,-0.3945343501640711,0.3945343501640711,1.6054656498359288,-1.6054656498359288,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.9863358754101779,0.9863358754101779,1.0136641245898221,-1.0136641245898221,False,True,2.0,-2.0,False,False,2.3,-2.3,-1.5781374006562845,1.5781374006562845,0.4218625993437155,-0.4218625993437155,False,True
14800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,5234.5,5234.5,0.0,5234.5,0.0,5233.5,-1.0,5232.0,-2.5,5230.5,-4.0,True,6000.0,False,0.5,-0.5,2.0,-2.0,0.0016936627876934284,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,-0.006774651150773713,0.006774651150773713,1.9932253488492262,-1.9932253488492262,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.016936627876934285,0.016936627876934285,1.9830633721230657,-1.9830633721230657,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.027098604603094854,0.027098604603094854,1.9729013953969052,-1.9729013953969052,False,True
14800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,5234.5,5234.5,0.0,5234.5,0.0,5233.5,-1.0,5232.0,-2.5,5230.5,-4.0,True,6500.0,False,0.5,-0.5,2.0,-2.0,2.6302156239841712e-05,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,0.0,-0.0,2.0,-2.0,False,False,2.0,-2.0,False,False,2.3,-2.3,-0.00010520862495936685,0.00010520862495936685,1.9998947913750407,-1.9998947913750407,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.0002630215623984171,0.0002630215623984171,1.9997369784376016,-1.9997369784376016,False,True,2.0,-2.0,False,False,2.3,-2.3,-0.0004208344998374674,0.0004208344998374674,1.9995791655001625,-1.9995791655001625,False,True
15000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9966.0,4,1,9958.5,9957.0,-1.5,9957.0,-1.5,9957.0,-1.5,9958.0,-0.5,9947.0,-11.5,5233.5,5234.5,1.0,5233.5,0.0,5231.5,-2.0,5233.5,0.0,5229.5,-4.0,False,,False,-7.5,7.5,-30.0,30.0,,-36.0,36.0,False,True,-40.5,40.5,,,,,True,False,-36.0,36.0,False,True,-40.5,40.5,,,,,False,False,-36.0,36.0,False,True,-40.5,40.5,,,,,False,True,-32.0,32.0,False,True,-36.5,36.5,,,,,False,False,-76.0,76.0,False,True,-80.5,80.5,,,,,False,True
16700,Mark 14,Mark 38,VEV_4000,XIRECS,1221.0,2,1,1226.0,1230.5,4.5,1229.5,3.5,1232.5,6.5,1233.5,7.5,1228.0,2.0,5231.5,5230.5,-1.0,5229.5,-2.0,5232.5,1.0,5233.5,2.0,5227.0,-4.5,True,4000.0,False,5.0,-5.0,10.0,-10.0,0.999965082936323,19.0,-19.0,True,False,20.5,-20.5,-1.999930165872646,1.999930165872646,17.000069834127356,-17.000069834127356,False,True,17.0,-17.0,True,False,18.5,-18.5,-3.999860331745292,3.999860331745292,13.000139668254707,-13.000139668254707,False,True,23.0,-23.0,True,False,24.5,-24.5,1.999930165872646,-1.999930165872646,24.999930165872644,-24.999930165872644,True,False,25.0,-25.0,True,False,26.5,-26.5,3.999860331745292,-3.999860331745292,28.999860331745293,-28.999860331745293,True,False,14.0,-14.0,True,False,15.5,-15.5,-8.999685746426907,8.999685746426907,5.000314253573093,-5.000314253573093,False,True
